amount,transaction_hour,distance_from_usual_location,device_risk_score,location_risk_score,previous_failed_transactions,previous_fraud_history,recent_transaction_count,account_age_days,merchant_category,payment_method,is_fraud
184.27,0,195.18,0.942,0.837,1,0,2,407,travel,upi,1
1192.28,3,83.01,0.091,0.96,0,0,5,739,grocery,upi,0
628.8,23,32.29,0.153,0.367,0,0,9,1327,gaming,card,0
304.95,15,167.22,0.974,0.088,1,0,8,263,electronics,upi,1
5894.75,18,87.24,0.198,0.75,1,0,4,877,grocery,card,0
6179.52,7,20.87,0.079,0.021,0,0,2,1868,fashion,card,0
4269.37,22,275.68,0.952,0.223,1,0,6,474,fashion,card,0
1415.47,4,112.13,0.893,0.053,1,0,2,1243,grocery,card,1
4232.83,21,26.37,0.656,0.898,1,0,4,1215,fashion,netbanking,1
1109.93,0,59.22,0.551,0.005,1,0,5,163,electronics,card,0
1343.18,0,82.27,0.919,0.493,0,0,6,114,electronics,netbanking,0
367.43,1,49.91,0.656,0.424,3,0,3,301,fashion,card,0
1631.07,19,142.95,0.658,0.653,1,0,9,42,grocery,netbanking,0
1164.89,6,73.65,0.844,0.29,3,0,3,1067,grocery,upi,0
298.08,10,39.38,0.653,0.874,1,0,5,529,gaming,card,1
1041.9,11,88.43,0.504,0.734,0,0,2,1200,gaming,card,0
1012.59,18,176.0,0.39,0.432,2,0,6,586,gaming,card,0
6618.08,8,6.76,0.503,0.358,1,0,4,706,fashion,upi,0
2681.72,0,17.6,0.522,0.816,2,0,7,217,grocery,card,0
1109.26,9,100.4,0.361,0.757,0,0,2,1592,electronics,card,0
1406.4,6,132.88,0.448,0.399,0,0,1,238,gaming,netbanking,1
1146.21,17,38.36,0.802,0.341,1,0,6,1826,fashion,netbanking,0
895.23,18,20.99,0.417,0.039,1,0,2,343,gaming,netbanking,0
371.51,2,386.56,0.026,0.082,1,0,6,1981,travel,card,0
942.89,19,34.45,0.283,0.054,1,0,6,1451,travel,netbanking,0
520.04,1,13.42,0.232,0.024,0,0,3,1648,fashion,upi,0
314.09,14,86.47,0.794,0.153,0,0,2,1614,fashion,card,0
1828.45,9,79.02,0.449,0.857,1,0,1,896,fashion,card,0
1621.76,7,11.9,0.28,0.798,1,0,2,371,grocery,netbanking,0
183.7,11,77.48,0.811,0.846,1,0,5,1356,electronics,card,0
970.02,7,3.8,0.019,0.624,1,0,5,1316,travel,upi,0
2968.17,19,79.31,0.174,0.624,1,0,4,1616,fashion,upi,0
3162.83,23,26.69,0.827,0.124,1,0,3,474,gaming,netbanking,0
3058.98,19,35.12,0.551,0.699,1,0,6,1639,electronics,netbanking,0
1140.15,10,31.02,0.774,0.28,2,0,4,1761,fashion,netbanking,1
471.05,12,60.76,0.838,0.519,1,0,3,1464,fashion,upi,0
371.04,10,118.82,0.942,0.955,1,0,5,545,electronics,upi,0
1547.82,19,70.02,0.063,0.871,1,0,5,501,grocery,card,1
1602.44,13,23.52,0.799,0.233,0,0,7,268,fashion,netbanking,0
3973.22,11,12.88,0.709,0.737,1,0,7,1660,electronics,netbanking,0
3294.4,9,124.83,0.207,0.104,0,0,0,883,electronics,card,0
960.8,9,42.97,0.932,0.027,0,0,3,620,electronics,card,0
316.02,13,73.5,0.404,0.028,1,0,3,316,electronics,netbanking,0
797.03,16,38.53,0.888,0.17,0,0,6,993,grocery,netbanking,0
1362.71,10,22.13,0.605,0.695,2,0,6,404,grocery,netbanking,0
895.98,19,14.76,0.527,0.363,1,0,5,1673,gaming,card,0
615.3,19,20.03,0.16,0.016,1,0,6,684,grocery,netbanking,0
1412.17,10,4.91,0.914,0.988,0,0,5,897,travel,upi,0
662.51,21,177.13,0.557,0.533,0,0,3,1324,travel,card,0
585.19,4,13.89,0.006,0.394,1,0,1,1401,fashion,upi,0
1497.35,22,58.84,0.018,0.519,1,0,3,242,electronics,netbanking,0
733.63,7,32.86,0.778,0.52,1,0,7,161,gaming,netbanking,0
1399.83,13,121.63,0.162,0.47,0,0,4,575,fashion,card,0
1441.16,6,102.61,0.599,0.613,0,1,3,1496,travel,netbanking,0
350.92,10,0.31,0.681,0.886,0,0,3,1718,gaming,netbanking,1
677.74,8,24.21,0.279,0.302,1,0,5,1944,electronics,netbanking,0
4618.28,16,105.24,0.569,0.487,1,0,9,554,travel,netbanking,0
343.07,1,54.9,0.24,0.004,1,0,4,1529,travel,upi,0
132.07,20,288.07,0.946,0.86,0,0,3,345,grocery,card,0
170.4,21,253.91,0.86,0.306,0,0,6,386,grocery,card,0
1129.03,13,89.07,0.288,0.271,1,0,2,1071,gaming,upi,0
1131.07,13,12.67,0.529,0.998,2,0,6,204,grocery,card,0
974.95,16,74.29,0.501,0.584,0,0,2,76,grocery,upi,0
3692.98,4,88.59,0.96,0.123,0,0,2,1990,grocery,card,0
75.73,17,127.55,0.394,0.266,0,0,4,1609,travel,netbanking,0
1629.35,5,180.19,0.562,0.353,2,0,6,1354,electronics,card,0
5226.19,16,7.45,0.929,0.986,1,0,3,452,electronics,card,0
355.04,7,297.48,0.163,0.431,2,0,3,162,gaming,upi,1
750.09,17,12.87,0.55,0.23,1,0,7,274,gaming,netbanking,0
516.52,18,12.47,0.106,0.57,0,0,4,848,gaming,upi,0
448.39,5,22.31,0.617,0.405,0,0,6,1618,electronics,netbanking,0
791.35,14,130.35,0.366,0.055,1,0,3,1191,grocery,card,0
4570.99,11,22.31,0.968,0.861,0,0,9,1687,gaming,netbanking,0
6886.97,7,109.48,0.415,0.016,0,0,7,1819,travel,card,0
783.73,14,126.44,0.136,0.898,1,0,2,1472,gaming,upi,0
7369.17,23,24.26,0.834,0.792,1,0,3,208,grocery,upi,1
1136.35,0,68.47,0.821,0.076,0,0,4,476,gaming,upi,0
6334.02,22,43.26,0.695,0.724,1,0,4,681,electronics,netbanking,0
998.95,20,243.61,0.749,0.771,1,0,7,1058,fashion,card,0
1250.2,12,52.25,0.265,0.602,1,0,3,1587,grocery,netbanking,0
1580.47,14,0.44,0.642,0.578,1,0,0,1938,fashion,netbanking,0
26340.26,8,58.52,0.038,0.05,1,0,3,1966,travel,upi,0
2569.03,3,72.22,0.197,0.059,0,0,2,960,gaming,card,0
540.63,13,35.26,0.932,0.727,1,0,5,1983,grocery,upi,1
2889.96,19,215.83,0.739,0.106,0,0,4,1899,electronics,card,1
763.69,5,145.15,0.231,0.242,2,0,5,341,fashion,netbanking,0
671.99,17,39.93,0.111,0.499,1,0,6,1355,gaming,card,0
2720.58,17,27.62,0.949,0.164,0,0,1,883,gaming,card,0
1131.26,18,25.84,0.112,0.79,1,0,5,1691,grocery,netbanking,0
1448.92,8,18.14,0.257,0.807,0,0,3,1737,grocery,netbanking,0
1112.08,9,187.54,0.183,0.842,0,0,6,392,electronics,upi,0
1535.46,9,35.67,0.007,0.05,0,0,4,1211,grocery,card,0
1677.34,20,8.53,0.314,0.428,0,0,2,1854,travel,netbanking,0
158.07,21,103.39,0.974,0.847,0,0,5,1338,travel,card,1
2135.75,9,7.49,0.342,0.363,1,0,3,1708,gaming,card,0
410.75,23,221.6,0.504,0.696,1,0,7,1449,grocery,netbanking,1
259.23,13,4.07,0.746,0.589,0,0,1,1572,electronics,upi,0
1034.41,9,41.17,0.551,0.347,1,0,5,1696,electronics,card,0
1192.71,0,50.08,0.744,0.276,0,0,3,1883,travel,upi,0
548.12,14,72.41,0.662,0.653,1,0,5,404,electronics,upi,0
2517.53,15,7.2,0.609,0.134,0,0,6,1579,fashion,upi,0
286.52,23,119.7,0.65,0.86,1,0,4,773,gaming,netbanking,0
730.01,17,33.35,0.799,0.576,1,0,6,1157,fashion,card,0
611.02,0,96.13,0.71,0.112,2,0,4,1317,fashion,upi,0
1046.72,13,40.79,0.792,0.704,1,0,0,1300,grocery,upi,0
1449.34,17,63.37,0.146,0.431,0,0,2,401,gaming,netbanking,0
400.26,11,173.76,0.678,0.204,0,0,2,1643,travel,upi,0
2262.63,10,0.06,0.737,0.961,0,0,4,1433,grocery,card,1
1167.95,19,6.55,0.3,0.72,1,0,5,1500,fashion,netbanking,0
165.35,14,155.93,0.875,0.593,1,0,3,1236,travel,card,0
154.69,16,264.06,0.305,0.849,1,0,12,1187,gaming,upi,0
1083.21,11,170.91,0.244,0.544,1,0,5,562,fashion,upi,0
879.22,6,187.91,0.867,0.441,0,0,3,1200,gaming,card,0
988.89,12,30.56,0.247,0.189,0,0,4,568,gaming,card,0
1066.37,23,286.73,0.416,0.153,1,0,6,1761,electronics,card,0
1374.11,14,71.41,0.368,0.432,2,0,5,109,electronics,netbanking,0
2828.92,16,15.48,0.898,0.456,0,0,6,29,electronics,card,0
361.01,2,10.08,0.455,0.733,1,0,4,1460,electronics,upi,1
339.69,23,23.33,0.694,0.442,2,0,5,1438,fashion,card,0
367.48,5,98.98,0.794,0.593,1,0,3,1123,gaming,netbanking,0
1463.98,23,228.46,0.628,0.833,1,0,2,1135,travel,netbanking,0
3808.34,10,36.32,0.944,0.993,0,0,2,79,gaming,card,1
712.41,22,96.54,0.803,0.323,4,0,4,1678,fashion,netbanking,0
89.86,21,46.73,0.4,0.902,1,0,7,1695,electronics,upi,0
199.54,18,2.13,0.951,0.806,1,0,3,418,gaming,card,0
476.74,21,16.29,0.525,0.068,1,0,2,41,travel,card,0
627.83,14,10.94,0.023,0.334,0,0,4,1055,grocery,netbanking,0
728.95,20,74.56,0.26,0.219,0,0,0,512,fashion,upi,0
1139.77,4,1.92,0.622,0.664,1,0,6,264,gaming,card,1
802.92,1,38.92,0.157,0.555,0,0,6,234,electronics,upi,0
3131.73,13,255.41,0.584,0.495,0,0,7,1322,electronics,netbanking,0
557.79,19,11.21,0.362,0.764,0,0,3,724,fashion,upi,0
462.98,18,18.22,0.534,0.333,1,0,1,1529,gaming,card,0
1770.25,12,22.74,0.002,0.383,0,0,4,635,electronics,card,0
236.12,12,80.76,0.848,0.866,0,0,2,1250,travel,upi,0
1619.21,14,90.25,0.362,0.972,0,0,5,551,fashion,upi,1
1215.07,20,17.59,0.14,0.776,0,0,2,1113,gaming,netbanking,0
946.3,20,38.06,0.438,0.217,0,0,5,1400,grocery,netbanking,0
5368.35,2,35.97,0.486,0.113,0,0,3,693,grocery,card,0
588.63,14,14.31,0.637,0.209,0,0,0,1777,gaming,netbanking,0
8606.72,9,15.97,0.525,0.423,0,0,4,1283,travel,card,0
875.3,19,183.75,0.044,0.237,1,0,4,410,fashion,card,0
305.82,12,8.72,0.872,0.901,1,0,3,1800,grocery,netbanking,0
1176.05,23,37.48,0.457,0.671,1,0,9,1002,grocery,netbanking,0
373.81,10,9.18,0.077,0.417,4,0,8,1445,fashion,netbanking,0
517.1,16,58.09,0.773,0.274,2,0,2,698,electronics,upi,0
1631.14,2,93.19,0.66,0.381,0,1,2,55,gaming,netbanking,0
1911.38,22,47.8,0.649,0.476,1,0,6,1130,travel,upi,0
588.65,3,25.94,0.427,0.714,1,0,4,1022,gaming,upi,0
2943.65,9,85.36,0.41,0.089,1,0,3,1450,travel,netbanking,0
3489.48,20,23.33,0.536,0.849,1,0,2,1475,fashion,card,0
4611.47,23,143.78,0.051,0.128,1,0,8,1379,fashion,netbanking,0
1862.01,11,24.85,0.299,0.262,0,0,7,1013,grocery,upi,0
4287.37,11,20.54,0.988,0.994,0,0,13,22,fashion,card,0
167.2,1,213.86,0.662,0.19,0,0,7,1186,gaming,netbanking,0
797.99,23,224.13,0.419,0.101,1,0,6,1900,electronics,upi,0
460.81,0,24.61,0.222,0.638,0,0,2,1824,electronics,card,0
1235.49,0,209.11,0.745,0.393,1,0,6,171,travel,netbanking,1
619.28,11,220.94,0.26,0.092,0,0,7,1749,fashion,card,0
928.75,0,27.83,0.162,0.004,1,0,1,297,electronics,upi,0
7202.44,3,165.77,0.155,0.079,2,0,2,171,electronics,netbanking,0
925.45,15,523.33,0.729,0.523,2,1,3,62,gaming,card,1
1658.7,16,1.52,0.643,0.231,1,0,7,1026,gaming,netbanking,0
869.34,7,137.25,0.07,0.778,1,0,1,361,travel,upi,0
1182.89,19,0.11,0.115,0.858,0,0,5,1248,electronics,upi,0
1103.25,14,182.85,0.634,0.145,0,0,7,939,electronics,card,0
1716.98,5,13.54,0.571,0.337,0,0,3,1705,electronics,netbanking,1
3516.8,17,135.18,0.686,0.147,1,0,7,428,travel,card,0
5695.29,14,19.25,0.178,0.287,0,0,4,538,grocery,card,0
1494.61,19,32.29,0.727,0.239,0,0,3,1040,fashion,card,0
1977.42,3,29.55,0.936,0.787,1,0,2,288,travel,upi,0
346.93,5,34.46,0.601,0.345,0,0,10,921,grocery,netbanking,0
1004.38,7,168.26,0.196,0.496,0,0,8,1198,electronics,netbanking,0
2808.17,8,40.4,0.68,0.674,1,0,4,1238,electronics,netbanking,1
2607.03,21,50.08,0.343,0.822,2,0,6,940,gaming,card,1
1355.07,17,4.61,0.049,0.301,1,0,4,211,gaming,upi,0
2660.83,13,50.03,0.302,0.209,0,1,5,522,fashion,upi,0
1791.43,12,23.18,0.906,0.978,1,1,7,152,fashion,upi,0
3642.07,21,32.16,0.411,0.32,2,0,4,1886,gaming,upi,0
1464.63,10,99.01,0.865,0.671,2,0,5,1166,fashion,card,1
768.39,5,27.68,0.509,0.678,1,0,7,641,electronics,upi,0
1534.32,3,35.99,0.517,0.514,0,0,3,610,electronics,upi,0
58.52,7,83.02,0.005,0.228,0,0,4,120,fashion,netbanking,0
1608.22,15,32.37,0.637,0.141,0,0,1,951,travel,netbanking,0
28.55,11,92.23,0.108,0.487,0,0,8,127,travel,netbanking,0
195.69,10,15.92,0.479,0.511,0,0,1,1406,gaming,upi,0
1722.91,11,6.73,0.26,0.773,2,0,3,410,gaming,upi,0
1767.87,23,23.87,0.392,0.71,0,0,6,209,fashion,netbanking,0
342.95,23,66.89,0.537,0.912,0,0,7,242,electronics,netbanking,0
538.02,3,20.26,0.014,0.971,0,0,1,66,travel,netbanking,0
4317.97,2,407.8,0.285,0.728,0,0,4,795,electronics,netbanking,1
675.85,5,86.72,0.99,0.077,1,0,3,127,travel,upi,0
10331.16,20,34.52,0.057,0.405,1,0,5,170,electronics,netbanking,0
1094.53,11,398.57,0.319,0.609,2,0,5,445,travel,upi,0
1649.18,20,37.47,0.321,0.59,2,0,3,1126,travel,netbanking,0
5524.09,15,0.88,0.379,0.181,0,0,4,448,fashion,netbanking,0
1250.16,13,52.4,0.685,0.583,0,0,6,822,gaming,card,0
402.48,6,100.35,0.248,0.35,1,0,6,864,travel,netbanking,0
982.67,8,27.28,0.46,0.339,1,1,4,1199,electronics,netbanking,1
1058.27,3,8.86,0.645,0.834,1,0,7,102,grocery,netbanking,0
280.13,12,233.48,0.322,0.422,1,0,3,1978,fashion,card,0
849.09,6,43.85,0.949,0.527,0,0,3,194,gaming,upi,0
522.07,7,106.17,0.98,0.563,1,0,5,1983,electronics,card,0
2763.79,0,150.79,0.12,0.563,0,0,6,577,grocery,card,0
1135.25,19,68.68,0.344,0.213,2,0,5,839,grocery,upi,0
826.5,22,61.74,0.208,0.599,1,0,6,143,electronics,netbanking,0
986.16,11,54.8,0.187,0.335,0,0,3,740,gaming,card,0
1370.76,12,231.04,0.491,0.655,1,0,5,1798,fashion,netbanking,0
2032.08,22,31.35,0.564,0.146,0,0,7,1366,fashion,card,0
403.54,12,115.02,0.426,0.994,0,0,2,1250,electronics,card,0
387.0,14,65.1,0.273,0.772,1,0,4,741,gaming,upi,0
3309.92,10,9.46,0.279,0.417,0,0,3,1852,travel,card,0
726.08,12,98.9,0.992,0.301,2,0,5,1558,travel,card,1
265.91,12,147.16,0.924,0.388,1,0,6,511,gaming,netbanking,0
1709.25,17,37.91,0.076,0.721,0,0,2,1207,fashion,netbanking,0
1743.01,14,80.6,0.657,0.655,0,0,5,798,electronics,card,0
237.29,12,46.43,0.457,0.702,0,0,5,406,fashion,netbanking,0
1379.51,1,1.92,0.689,0.889,1,0,4,1314,electronics,card,0
2288.34,21,38.41,0.597,0.456,1,0,7,835,fashion,netbanking,0
1594.61,21,43.8,0.889,0.67,0,0,4,204,grocery,netbanking,0
2063.13,4,563.59,0.067,0.442,0,0,3,1728,grocery,card,0
269.27,7,83.9,0.35,0.638,0,0,2,1216,gaming,card,0
1526.97,23,17.36,0.985,0.475,3,0,5,1111,grocery,upi,0
810.28,7,46.77,0.182,0.777,0,0,1,1999,travel,netbanking,0
676.69,19,10.34,0.127,0.005,0,0,4,1422,grocery,card,0
2619.02,18,173.17,0.729,0.216,0,0,4,1958,grocery,netbanking,0
4813.96,20,175.7,0.777,0.296,1,0,4,1422,fashion,upi,0
6597.0,0,128.05,0.672,0.945,0,0,2,346,electronics,netbanking,0
4083.9,11,28.6,0.776,0.507,1,0,6,969,fashion,card,0
982.66,13,4.42,0.694,0.364,1,0,2,1023,travel,upi,0
1560.44,20,35.06,0.136,0.404,1,0,2,598,fashion,upi,0
2360.96,5,182.75,0.608,0.452,2,0,5,625,fashion,upi,0
1237.91,7,158.85,0.777,0.868,2,0,4,1196,grocery,card,0
1249.83,4,12.9,0.866,0.962,2,0,2,829,travel,upi,1
2499.27,18,82.69,0.246,0.844,0,0,1,234,fashion,netbanking,0
1033.51,23,46.4,0.127,0.842,0,0,3,1166,electronics,netbanking,0
528.85,3,84.5,0.781,0.199,1,0,5,1198,grocery,card,0
724.53,5,87.63,0.257,0.269,1,0,4,1635,travel,card,0
2067.12,7,7.8,0.032,0.596,2,0,2,214,gaming,upi,0
1099.92,21,39.5,0.825,0.656,1,0,2,919,electronics,card,0
1541.04,10,18.22,0.506,0.203,1,1,6,1804,electronics,card,0
2143.25,6,59.57,0.327,0.746,1,0,7,536,grocery,card,1
753.82,7,12.59,0.011,0.2,0,0,6,1490,fashion,upi,0
2336.12,14,29.08,0.035,0.263,2,1,1,693,electronics,card,0
1601.73,9,36.27,0.793,0.307,0,0,3,370,grocery,netbanking,0
319.0,3,43.25,0.49,0.846,2,0,6,1424,grocery,card,0
4639.24,19,129.09,0.15,0.732,0,0,1,1571,electronics,card,0
664.65,10,0.75,0.359,0.531,0,0,4,1830,electronics,upi,0
209.54,6,179.45,0.165,0.82,1,0,4,1454,travel,card,0
385.66,17,58.36,0.113,0.813,1,0,1,620,travel,upi,0
395.03,17,76.29,0.276,0.39,1,0,8,1459,travel,card,0
1155.37,3,10.8,0.55,0.781,1,0,3,74,electronics,netbanking,0
833.93,1,72.81,0.21,0.206,0,0,6,677,grocery,upi,0
783.03,1,40.33,0.344,0.503,0,0,2,433,fashion,card,0
2037.95,18,11.65,0.478,0.118,0,0,6,1050,travel,upi,0
1540.52,15,77.63,0.42,0.427,0,0,5,1383,grocery,upi,0
1504.25,19,12.02,0.129,0.52,2,0,3,1175,grocery,netbanking,0
1652.14,15,12.65,0.039,0.08,1,0,6,370,gaming,netbanking,0
2030.7,9,293.31,0.035,0.463,1,0,2,760,gaming,netbanking,0
133.23,14,57.87,0.35,0.652,0,0,7,189,grocery,netbanking,0
761.71,17,131.27,0.719,0.614,0,0,4,1125,travel,card,0
123.94,9,5.51,0.131,0.054,0,0,0,1488,travel,netbanking,0
1136.9,21,40.83,0.787,0.095,1,0,8,495,travel,netbanking,0
1091.56,21,9.64,0.716,0.351,0,0,2,1060,gaming,card,1
3119.83,19,16.17,0.004,0.843,1,1,2,1751,travel,netbanking,0
3596.2,23,117.03,0.027,0.87,1,1,2,237,electronics,upi,1
1343.15,9,38.26,0.195,0.31,2,0,7,1921,fashion,upi,0
664.9,2,433.27,0.056,0.719,1,0,6,670,gaming,netbanking,1
1781.41,11,7.3,0.531,0.577,0,0,3,660,grocery,upi,0
646.83,17,42.12,0.04,0.983,1,0,5,1431,gaming,netbanking,0
1095.11,18,24.87,0.803,0.095,0,1,8,691,fashion,netbanking,1
2939.92,9,22.33,0.493,0.548,0,0,10,818,gaming,upi,0
627.8,7,19.59,0.728,0.593,0,0,5,440,gaming,upi,0
2454.5,10,73.17,0.751,0.308,2,0,4,278,grocery,netbanking,0
2159.0,19,19.9,0.507,0.047,1,0,6,1730,travel,upi,0
422.09,1,83.78,0.925,0.052,3,1,5,203,grocery,netbanking,1
2904.14,7,39.94,0.99,0.454,0,0,1,335,grocery,card,0
2205.18,5,78.21,0.359,0.692,0,0,10,1651,gaming,netbanking,1
1214.3,19,16.46,0.126,0.7,2,0,6,1599,electronics,upi,0
511.67,11,193.06,0.363,0.181,0,0,5,439,grocery,netbanking,0
464.42,2,128.36,0.223,0.858,0,0,2,1666,gaming,upi,0
640.56,6,65.5,0.531,0.377,1,0,3,1453,travel,upi,1
1886.72,1,139.85,0.378,0.964,0,0,7,639,grocery,card,1
421.73,11,60.68,0.48,0.118,1,0,4,167,electronics,card,0
1698.52,23,0.55,0.763,0.836,1,0,5,1555,grocery,netbanking,1
316.79,13,57.6,0.274,0.908,0,0,7,1364,fashion,upi,0
894.2,20,39.8,0.537,0.823,1,0,6,911,gaming,card,1
1223.72,17,37.33,0.335,0.809,0,0,4,555,electronics,card,0
12646.43,21,97.98,0.785,0.361,1,1,5,703,gaming,card,1
276.63,7,12.97,0.64,0.713,0,0,3,553,electronics,netbanking,0
4779.13,22,208.38,0.009,0.579,2,0,3,1787,travel,upi,0
1273.91,5,96.68,0.66,0.424,2,0,8,415,electronics,upi,0
1654.36,10,53.93,0.17,0.993,1,0,6,912,grocery,netbanking,1
1234.41,16,32.74,0.724,0.29,2,0,3,1285,grocery,upi,0
1710.82,6,179.66,0.567,0.413,1,0,2,119,travel,card,0
940.41,6,28.1,0.401,0.903,1,0,4,1008,grocery,upi,0
4694.05,3,338.14,0.694,0.289,0,0,3,1272,gaming,netbanking,1
694.73,0,72.62,0.857,0.153,1,1,1,1060,gaming,netbanking,0
3402.39,12,224.6,0.779,0.31,2,0,1,1319,electronics,upi,0
575.73,23,25.91,0.545,0.759,0,0,2,981,electronics,card,0
1032.51,5,233.73,0.723,0.86,1,0,7,1272,grocery,card,1
375.42,10,148.95,0.414,0.114,1,0,4,1955,travel,card,0
1728.52,22,12.72,0.789,0.622,1,0,5,727,gaming,card,0
4652.34,18,135.3,0.829,0.567,0,0,5,720,electronics,netbanking,0
1015.0,0,84.26,0.137,0.669,1,0,4,1360,fashion,upi,0
900.65,12,2.29,0.238,0.671,3,0,7,188,electronics,card,0
359.74,3,205.83,0.27,0.959,2,0,1,589,travel,upi,0
871.93,5,16.26,0.166,0.347,0,0,4,341,travel,upi,0
223.01,5,5.03,0.393,0.3,0,0,2,934,gaming,card,0
440.15,14,5.67,0.193,0.581,0,0,1,252,travel,netbanking,0
1375.79,4,10.75,0.596,0.429,1,0,5,441,fashion,upi,0
4101.11,6,137.82,0.102,0.474,1,0,1,855,gaming,upi,0
18200.62,5,74.65,0.27,0.069,0,0,3,1230,gaming,upi,0
609.97,8,74.01,0.666,0.148,1,0,3,866,gaming,netbanking,0
4606.85,15,0.54,0.399,0.935,1,0,3,1622,grocery,netbanking,0
1399.34,9,53.95,0.421,0.068,0,0,6,1601,grocery,card,0
942.7,7,113.53,0.798,0.59,0,0,6,204,travel,netbanking,0
1690.19,12,41.89,0.985,0.755,1,0,2,1393,electronics,card,0
1166.68,14,20.33,0.565,0.012,2,0,3,63,fashion,card,0
1224.63,0,36.69,0.079,0.223,0,0,3,355,travel,upi,1
728.99,21,101.74,0.103,0.377,0,0,2,1524,travel,upi,0
270.94,21,6.55,0.969,0.507,1,0,4,1169,grocery,upi,1
234.25,14,10.88,0.679,0.342,0,0,5,652,electronics,card,0
2107.47,13,14.94,0.752,0.649,1,0,3,315,travel,upi,0
831.56,16,8.21,0.676,0.226,1,0,3,654,fashion,upi,0
604.2,10,92.51,0.18,0.025,0,0,6,1560,grocery,card,0
1106.0,8,4.5,0.448,0.002,0,0,2,1133,fashion,upi,0
2428.26,8,42.23,0.798,0.346,1,0,1,269,travel,card,0
1313.39,3,55.4,0.866,0.362,0,0,1,978,electronics,netbanking,0
569.04,20,59.46,0.237,0.949,0,0,7,410,gaming,netbanking,0
3737.95,7,13.7,0.596,0.045,1,0,7,251,travel,upi,0
5319.77,6,88.66,0.157,0.53,1,0,7,182,electronics,card,0
1798.23,23,222.93,0.958,0.578,0,0,3,1523,fashion,netbanking,0
2903.47,12,124.35,0.252,0.699,1,0,11,328,grocery,upi,0
3796.98,14,286.97,0.727,0.639,1,0,5,360,fashion,upi,0
3395.14,5,259.89,0.231,0.008,0,0,3,1733,fashion,netbanking,0
2026.57,6,8.8,0.616,0.632,1,1,9,1653,travel,upi,1
1994.9,17,43.35,0.659,0.322,1,0,5,1009,electronics,netbanking,0
1843.94,10,182.1,0.328,0.773,1,0,7,1531,electronics,card,0
366.01,3,4.97,0.819,0.188,0,0,6,55,electronics,upi,1
2209.95,20,21.77,0.885,0.716,0,0,4,342,grocery,card,1
282.64,9,20.46,0.855,0.625,1,0,3,713,gaming,upi,1
495.42,16,6.03,0.331,0.652,0,0,5,1518,gaming,netbanking,0
4038.24,8,106.71,0.744,0.176,1,0,4,190,travel,upi,0
2540.76,13,103.79,0.559,0.669,1,0,5,1325,gaming,netbanking,0
4853.22,18,126.87,0.593,0.737,1,0,3,149,fashion,netbanking,1
835.75,21,51.66,0.477,0.489,0,0,3,1963,fashion,card,0
346.45,4,48.86,0.6,0.34,1,0,5,425,fashion,netbanking,0
862.27,16,223.2,0.136,0.167,0,0,5,1426,travel,upi,0
1214.43,21,6.51,0.409,0.29,3,0,3,1248,travel,upi,0
1186.77,15,67.85,0.178,0.764,0,0,4,786,grocery,card,0
3407.32,3,61.28,0.28,0.409,0,0,4,1528,fashion,card,0
764.12,4,248.35,0.128,0.703,0,0,6,1243,travel,upi,0
1559.37,4,226.72,0.212,0.74,0,0,2,906,electronics,netbanking,1
408.04,2,28.77,0.782,0.674,0,0,4,1327,travel,netbanking,1
1720.41,18,268.95,0.55,0.674,0,0,3,581,gaming,upi,0
1100.05,23,54.43,0.024,0.611,0,0,4,1493,travel,card,0
518.11,12,104.18,0.789,0.518,1,0,2,1404,travel,upi,0
866.25,14,213.56,0.909,0.198,1,0,2,942,electronics,card,0
912.17,18,75.75,0.88,0.843,1,0,4,1319,gaming,netbanking,0
837.02,9,86.39,0.823,0.964,1,0,4,1657,grocery,netbanking,0
6446.81,11,247.58,0.992,0.466,1,0,4,1287,gaming,netbanking,0
993.82,14,59.86,0.586,0.933,0,0,3,581,gaming,card,0
859.29,7,130.03,0.963,0.998,1,0,7,560,grocery,upi,0
134.63,1,154.91,0.949,0.486,2,0,6,1927,travel,card,1
448.45,13,17.12,0.313,0.724,3,0,5,1618,travel,card,0
842.97,19,21.47,0.863,0.644,0,0,5,627,gaming,upi,0
552.33,1,51.64,0.792,0.237,3,0,2,1436,electronics,upi,0
4366.46,5,91.9,0.776,0.047,0,0,3,84,fashion,netbanking,0
929.89,6,136.18,0.896,0.453,1,0,3,1388,grocery,card,0
3977.64,19,4.21,0.384,0.787,1,0,4,408,gaming,netbanking,0
1166.43,12,147.87,0.4,0.325,0,0,5,629,fashion,netbanking,0
1138.23,12,140.17,0.64,0.784,0,0,4,1855,electronics,netbanking,0
1003.45,15,109.95,0.738,0.655,1,0,3,286,grocery,card,0
1100.8,6,18.78,0.88,0.696,2,0,4,1582,grocery,upi,0
6116.8,17,172.14,0.876,0.286,0,0,2,812,gaming,upi,0
107.81,0,3.71,0.721,0.47,0,0,4,884,fashion,netbanking,0
148.18,2,4.14,0.957,0.182,1,0,5,928,electronics,netbanking,0
637.04,19,29.46,0.179,0.247,0,0,7,1811,travel,upi,0
1112.68,15,9.52,0.95,0.09,1,0,5,1005,travel,netbanking,0
2186.6,4,3.01,0.064,0.127,0,0,7,500,grocery,upi,0
1760.03,10,79.35,0.556,0.211,1,0,4,24,travel,card,0
746.77,1,160.19,0.09,0.58,0,0,2,474,fashion,card,0
3038.27,16,149.61,0.568,0.441,0,0,1,325,fashion,upi,0
